,SuhuMin,Kelembaban9am,Kelembaban3pm,BersaljuHariIni,Awan9am,Awan3pm,Hujan,KecepatanAnginTerkencang,bersalju_besok,prediction
2385,11.7,67.0,54.0,0,4.4508929235253,4.516139514731369,0.0,22.0,0,0
2386,20.1,46.0,47.0,0,7.0,7.0,0.0,57.0,0,0
2387,10.4,65.0,19.0,0,4.4508929235253,4.516139514731369,0.0,30.0,0,0
2388,26.3,58.0,82.0,0,7.0,7.0,0.0,52.0,1,1
2389,11.3,71.0,51.56762611023353,0,8.0,8.0,0.4,46.0,0,0
2390,15.2,78.0,78.0,0,1.0,4.0,0.0,40.032002287991006,0,0
2391,7.1,100.0,87.0,0,8.0,8.0,0.0,39.0,0,1
2392,16.2,52.0,54.0,0,3.0,3.0,0.0,54.0,1,0
2393,8.4,64.0,49.0,0,4.4508929235253,4.516139514731369,0.0,26.0,1,0
2394,16.4,53.0,29.0,0,4.4508929235253,4.516139514731369,0.0,46.0,0,0
2395,17.1,44.0,13.0,0,7.0,6.0,0.0,48.0,0,0
2396,0.7,58.0,47.0,0,8.0,8.0,0.0,48.0,0,0
2397,10.9,45.0,20.0,0,4.4508929235253,4.516139514731369,0.0,31.0,0,0
2398,1.1,96.0,51.0,0,8.0,4.516139514731369,0.0,37.0,1,0
2399,6.0,90.0,53.0,0,1.0,5.0,0.0,40.032002287991006,0,0
2400,7.6,100.0,82.0,1,7.0,8.0,1.8,26.0,1,0
2401,18.1,58.0,50.0,0,3.0,8.0,0.2,46.0,0,0
2402,9.9,92.0,75.0,0,6.0,7.0,0.0,30.0,0,0
2403,0.6,98.0,98.0,0,4.4508929235253,4.516139514731369,0.0,61.0,1,1
2404,12.1,53.0,21.0,0,4.4508929235253,8.0,0.0,50.0,0,0
2405,3.2,80.0,47.0,0,4.4508929235253,4.516139514731369,0.0,28.0,0,0
2406,1.7,100.0,55.0,0,8.0,7.0,0.2,30.0,0,0
2407,13.2,50.0,24.0,0,3.0,4.0,0.0,40.032002287991006,0,0
2408,8.1,84.0,50.0,0,5.0,6.0,0.0,48.0,1,0
2409,12.8,77.0,44.0,0,4.4508929235253,4.516139514731369,0.0,28.0,1,0
2410,10.4,53.0,41.0,0,7.0,5.0,0.0,37.0,0,0
2411,2.2,65.0,57.0,0,4.4508929235253,4.516139514731369,0.0,48.0,0,0
2412,5.5,45.0,38.0,0,1.0,6.0,0.4,61.0,0,0
2413,6.3,94.0,54.0,0,4.4508929235253,4.516139514731369,0.2,31.0,0,0
2414,5.4,59.0,47.0,0,4.0,7.0,0.0,41.0,0,0
2415,5.7,71.0,36.0,0,5.0,8.0,0.0,57.0,0,0
2416,16.7,73.0,42.0,0,8.0,5.0,0.0,48.0,0,0
2417,5.2,74.0,96.0,0,7.0,8.0,0.0,30.0,1,1
2418,0.2,71.0,37.0,1,4.4508929235253,4.516139514731369,1.6,37.0,0,0
2419,20.5,83.0,65.0,0,5.0,5.0,1.0,40.032002287991006,0,0
2420,14.7,50.0,31.0,0,4.4508929235253,8.0,0.0,30.0,0,0
2421,16.2,93.0,85.0,0,8.0,8.0,0.2,40.032002287991006,0,1
2422,11.4,78.0,60.0,0,4.4508929235253,4.516139514731369,0.0,24.0,0,0
2423,16.2,50.0,71.0,0,7.0,7.0,0.0,50.0,1,0
2424,10.9,94.0,49.0,0,4.4508929235253,4.516139514731369,0.0,26.0,0,0
2425,7.2,78.0,52.0,0,3.0,7.0,0.0,39.0,0,0
2426,13.7,34.0,33.0,0,5.0,3.0,0.0,30.0,0,0
2427,17.0,75.0,70.0,1,4.4508929235253,4.516139514731369,1.4,22.0,0,0
2428,7.4,66.0,36.0,0,4.4508929235253,4.516139514731369,0.0,41.0,0,0
2429,2.3,94.0,65.0,0,4.4508929235253,4.516139514731369,0.0,13.0,0,0
2430,6.3,98.0,76.0,0,7.0,8.0,0.0,61.0,1,0
2431,17.5,64.0,47.0,0,4.4508929235253,4.516139514731369,0.0,30.0,0,0
2432,9.3,71.0,83.0,0,3.0,8.0,0.0,46.0,1,0
2433,8.8,73.0,44.0,0,4.4508929235253,4.516139514731369,0.0,20.0,0,0
2434,7.9,54.0,37.0,0,4.4508929235253,4.516139514731369,0.0,43.0,0,0
2435,1.9,68.0,79.0,0,4.4508929235253,4.516139514731369,0.0,37.0,0,0
2436,5.0,83.0,43.0,0,2.0,7.0,0.0,48.0,1,0
2437,17.0,84.0,68.0,0,7.0,3.0,0.0,35.0,0,0
2438,13.2,64.0,49.0,0,6.0,7.0,0.0,52.0,0,0
2439,8.6,41.0,53.0,0,4.4508929235253,4.516139514731369,0.0,24.0,0,0
2440,13.4,81.0,84.0,0,1.0,7.0,0.0,52.0,1,1
2441,8.0,57.0,36.0,0,7.0,3.0,0.0,33.0,0,0
2442,24.9,56.0,54.0,0,4.0,4.0,0.2,50.0,0,0
2443,9.9,74.0,37.0,0,4.4508929235253,4.516139514731369,0.0,28.0,0,0
2444,1.6,62.0,32.0,0,4.4508929235253,4.516139514731369,0.0,39.0,0,0
2445,17.3,68.0,50.0,0,8.0,7.0,0.0,35.0,0,0
2446,14.0,65.0,36.0,0,4.4508929235253,4.516139514731369,0.0,43.0,0,0
2447,16.1,67.0,41.0,0,4.4508929235253,4.516139514731369,1.0,31.0,0,0
2448,10.9,69.0,35.0,0,4.4508929235253,4.516139514731369,0.0,46.0,0,0
2449,0.9,98.0,73.0,0,4.4508929235253,4.516139514731369,0.0,31.0,0,0
2450,4.5,57.0,35.0,0,4.4508929235253,4.516139514731369,0.0,31.0,0,0
2451,20.5,77.0,67.0,0,4.4508929235253,4.516139514731369,0.4,56.0,0,0
2452,25.4,55.0,31.0,0,1.0,4.516139514731369,0.0,44.0,0,0
2453,23.6,72.0,72.0,0,4.4508929235253,4.516139514731369,0.0,28.0,0,0
2454,11.1,89.0,78.0,1,4.4508929235253,4.516139514731369,1.2,15.0,0,0
2455,3.0,52.0,43.0,0,4.4508929235253,4.516139514731369,0.0,33.0,0,0
2456,6.3,65.0,35.0,0,4.4508929235253,4.516139514731369,0.0,46.0,0,0
2457,7.8,43.0,39.0,0,4.4508929235253,4.516139514731369,0.0,56.0,0,0
2458,8.4,99.0,23.0,0,8.0,4.516139514731369,0.0,41.0,0,0
2459,1.4,83.0,44.0,1,4.4508929235253,6.0,1.8,39.0,0,0
2460,11.8,61.0,57.0,0,4.4508929235253,4.516139514731369,0.0,50.0,0,0
2461,10.8,47.0,32.0,0,4.4508929235253,4.516139514731369,0.6,39.0,0,0
2462,5.3,74.0,44.0,0,4.4508929235253,5.0,0.0,43.0,0,0
2463,7.4,61.0,52.0,0,4.4508929235253,4.516139514731369,0.0,35.0,0,0
2464,6.0,80.0,50.0,0,4.4508929235253,4.516139514731369,0.0,28.0,0,0
2465,7.0,84.0,73.0,0,7.0,6.0,0.0,40.032002287991006,0,0
2466,11.7,82.0,60.0,0,1.0,5.0,0.0,24.0,0,0
2467,16.3,60.0,61.0,0,4.4508929235253,4.516139514731369,0.0,35.0,0,0
2468,11.2,61.0,38.0,0,4.4508929235253,4.516139514731369,0.0,30.0,0,0
2469,18.2,85.0,66.0,0,7.0,3.0,0.4,26.0,0,0
2470,11.5,86.0,78.0,0,8.0,8.0,0.2,44.0,0,0
2471,3.0,81.0,41.0,0,4.4508929235253,4.516139514731369,0.0,20.0,0,0
2472,4.9,80.0,46.0,0,4.4508929235253,4.516139514731369,0.0,26.0,0,0
2473,2.4,72.0,50.0,0,4.4508929235253,4.516139514731369,0.0,59.0,0,0
2474,19.3,82.0,96.0,0,4.4508929235253,4.516139514731369,0.0,44.0,1,1
2475,10.8,65.0,44.0,0,1.0,3.0,0.0,40.032002287991006,0,0
2476,18.0,72.0,14.0,0,4.4508929235253,4.516139514731369,0.0,59.0,1,0
2477,14.2,91.0,85.0,1,4.4508929235253,4.516139514731369,1.4,31.0,1,1
2478,16.9,88.0,61.0,0,4.4508929235253,4.516139514731369,0.0,31.0,0,0
2479,10.7,51.0,58.0,0,5.0,4.0,0.0,31.0,0,0
2480,7.2,63.0,32.0,0,4.4508929235253,4.516139514731369,0.0,48.0,0,0
2481,5.2,52.0,45.0,0,4.0,7.0,0.0,50.0,0,0
2482,5.3,47.0,27.0,0,4.4508929235253,4.516139514731369,0.0,37.0,0,0
2483,6.8,84.0,76.0,0,4.4508929235253,4.516139514731369,0.2,43.0,0,0
2484,10.1,68.89557674171047,51.56762611023353,0,7.0,8.0,0.0,43.0,0,0
2485,11.7,39.0,18.0,0,7.0,7.0,0.0,31.0,0,0
2486,4.4,72.0,66.0,0,4.0,8.0,0.2,24.0,0,0
2487,4.6,63.0,27.0,0,4.4508929235253,4.516139514731369,0.2,44.0,0,0
2488,10.7,91.0,82.0,0,4.4508929235253,4.516139514731369,0.4,17.0,1,0
2489,12.5,94.0,64.0,1,8.0,5.0,1.6,40.032002287991006,1,0
2490,6.4,73.0,46.0,0,4.4508929235253,4.516139514731369,0.0,28.0,0,0
2491,20.3,62.0,55.0,0,7.0,4.0,0.0,35.0,0,0
2492,11.6,69.0,37.0,0,7.0,6.0,0.0,43.0,0,0
2493,7.1,84.0,54.0,0,4.4508929235253,4.516139514731369,0.2,40.032002287991006,0,0
2494,9.8,86.0,61.0,0,4.4508929235253,4.516139514731369,0.0,43.0,0,0
2495,10.1,71.0,44.0,0,7.0,5.0,0.0,41.0,0,0
2496,4.3,73.0,65.0,0,4.4508929235253,4.516139514731369,0.0,41.0,0,0
2497,14.8,88.0,59.0,0,4.4508929235253,4.516139514731369,0.0,44.0,0,0
2498,12.7,52.0,23.0,0,4.4508929235253,4.516139514731369,0.0,33.0,0,0
2499,18.7,45.0,62.0,0,6.0,7.0,0.0,48.0,1,0
2500,13.5,54.0,47.0,0,4.4508929235253,4.516139514731369,0.0,46.0,1,0
2501,7.3,65.0,45.0,0,2.0,4.0,0.0,26.0,0,0
2502,4.8,48.0,22.0,0,2.0,4.516139514731369,0.1,46.0,0,0
2503,12.9,60.0,64.0,0,4.4508929235253,4.516139514731369,0.0,33.0,0,0
2504,9.9,68.0,35.0,0,8.0,4.0,0.0,48.0,0,0
2505,11.5,83.0,55.0,0,4.4508929235253,4.516139514731369,0.4,30.0,0,0
2506,9.3,83.0,36.0,0,0.0,4.516139514731369,0.0,44.0,0,0
2507,5.1,98.0,55.0,0,4.4508929235253,4.516139514731369,0.0,41.0,0,0
2508,3.4,59.0,50.0,0,6.0,7.0,0.0,33.0,0,0
2509,8.2,99.0,61.0,1,4.4508929235253,4.516139514731369,1.4,24.0,0,0
2510,15.8,44.0,18.0,0,4.4508929235253,4.516139514731369,0.0,24.0,0,0
2511,9.9,68.0,40.0,0,3.0,4.516139514731369,0.0,59.0,0,0
2512,4.6,37.0,29.0,0,6.0,8.0,0.0,41.0,0,0
2513,7.2,57.0,51.56762611023353,0,1.0,4.516139514731369,0.0,40.032002287991006,0,0
2514,7.6,85.0,67.0,0,1.0,7.0,0.0,28.0,0,0
2515,5.6,85.0,48.0,0,4.4508929235253,4.516139514731369,0.0,20.0,0,0
2516,18.6,71.0,69.0,0,4.4508929235253,4.516139514731369,0.0,59.0,0,0
2517,16.9,83.0,33.0,0,4.4508929235253,4.516139514731369,0.0,54.0,0,0
2518,9.0,79.0,42.0,0,4.4508929235253,4.516139514731369,0.0,35.0,1,0
2519,23.8,86.0,51.56762611023353,0,8.0,4.516139514731369,0.4,40.032002287991006,1,0
2520,6.8,34.0,14.0,0,1.0,5.0,0.0,43.0,0,0
2521,21.1,63.0,54.0,0,4.4508929235253,4.516139514731369,0.0,40.032002287991006,0,0
2522,8.3,59.0,33.0,0,1.0,4.0,0.0,28.0,0,0
2523,9.7,46.0,40.0,0,3.0,5.0,0.0,57.0,0,0
2524,0.5,83.0,46.0,0,4.4508929235253,3.0,0.2,24.0,0,0
2525,12.0,58.0,45.0,0,2.0,4.0,0.0,19.0,0,0
2526,16.0,79.0,51.56762611023353,0,2.0,4.516139514731369,0.0,40.032002287991006,0,0
2527,4.8,63.0,43.0,0,4.4508929235253,4.516139514731369,0.0,31.0,0,0
2528,5.7,86.0,61.0,0,7.0,5.0,0.0,40.032002287991006,0,0
2529,20.3,53.0,42.0,0,5.0,6.0,0.0,46.0,0,0
2530,14.5,94.0,77.0,0,4.4508929235253,4.516139514731369,0.6,37.0,0,0
2531,13.1,93.0,60.0,0,4.4508929235253,4.516139514731369,0.2,37.0,0,0
2532,8.1,57.0,65.0,0,3.0,5.0,0.2,33.0,0,0
2533,15.2,83.0,98.0,0,4.4508929235253,4.516139514731369,0.2,46.0,1,1
2534,12.2,80.0,37.0,0,4.4508929235253,4.516139514731369,0.0,44.0,0,0
2535,2.8,48.0,34.0,0,4.4508929235253,4.516139514731369,0.0,41.0,0,0
2536,15.9,58.0,34.0,0,4.4508929235253,4.516139514731369,0.0,48.0,1,0
2537,12.8,72.0,45.0,0,7.0,5.0,0.0,33.0,0,0
2538,20.1,80.0,76.0,0,4.4508929235253,4.516139514731369,0.0,50.0,1,0
2539,3.8,58.0,28.0,0,4.4508929235253,4.516139514731369,0.0,28.0,0,0
2540,5.2,75.0,54.0,0,4.4508929235253,4.516139514731369,0.0,22.0,0,0
2541,1.2,91.0,65.0,0,1.0,6.0,0.2,24.0,0,0
2542,15.5,64.0,73.0,0,1.0,4.0,0.0,31.0,0,0
2543,5.4,78.0,33.0,0,1.0,7.0,0.0,44.0,0,0
2544,12.0,69.0,65.0,0,4.4508929235253,4.516139514731369,0.0,39.0,0,0
2545,7.3,66.0,30.0,0,4.4508929235253,4.516139514731369,0.0,35.0,0,0
2546,10.9,36.0,47.0,0,4.4508929235253,4.516139514731369,0.0,37.0,0,0
2547,10.9,56.0,38.0,0,7.0,7.0,0.0,31.0,0,0
2548,14.1,61.0,54.0,0,5.0,7.0,0.0,30.0,0,0
2549,14.3,63.0,51.0,0,4.4508929235253,4.516139514731369,0.0,43.0,0,0
2550,12.7,59.0,33.0,0,7.0,6.0,0.0,61.0,0,0
2551,8.5,57.0,29.0,0,4.4508929235253,4.516139514731369,0.0,54.0,0,0
2552,15.3,79.0,45.0,0,8.0,6.0,0.0,52.0,0,0
2553,7.8,66.0,27.0,0,4.4508929235253,4.516139514731369,0.0,31.0,0,0
2554,7.2,96.0,66.0,1,4.4508929235253,4.516139514731369,2.0,20.0,0,0
2555,7.3,92.0,37.0,1,2.0,4.516139514731369,1.4,54.0,0,0
2556,13.0,59.0,23.0,0,4.4508929235253,4.516139514731369,0.0,52.0,0,0
2557,12.6,77.0,65.0,0,3.0,3.0,0.0,24.0,0,0
2558,21.1,62.0,58.0,0,4.4508929235253,4.516139514731369,0.0,24.0,0,0
2559,9.4,65.0,63.0,0,0.0,3.0,0.0,40.032002287991006,0,0
2560,20.3,48.0,21.0,0,4.0,4.0,0.0,30.0,0,0
2561,3.1,72.0,51.0,0,1.0,3.0,0.0,24.0,0,0
2562,15.9,50.0,71.0,0,4.4508929235253,4.516139514731369,0.6,50.0,1,0
2563,18.9,46.0,19.0,0,4.4508929235253,4.516139514731369,0.0,56.0,0,0
2564,5.3,100.0,50.0,1,8.0,5.0,1.4,50.0,0,0
2565,2.7,99.0,63.0,0,4.4508929235253,4.516139514731369,0.0,15.0,0,0
2566,4.8,56.0,35.0,0,4.4508929235253,4.516139514731369,0.3,31.0,0,0
2567,3.4,37.0,21.0,0,4.4508929235253,4.516139514731369,0.0,26.0,0,0
2568,2.6,76.0,55.0,0,4.4508929235253,4.516139514731369,0.0,26.0,0,0
2569,4.0,59.0,49.0,0,4.4508929235253,4.516139514731369,0.2,46.0,0,0
2570,7.2,68.0,27.0,0,2.0,4.516139514731369,0.2,33.0,0,0
2571,9.9,53.0,27.0,0,4.4508929235253,4.516139514731369,0.0,33.0,0,0
2572,3.3,90.0,64.0,0,6.0,8.0,0.0,30.0,0,0
2573,5.1,66.0,36.0,0,4.4508929235253,4.516139514731369,0.0,50.0,1,0
2574,14.2,68.0,62.0,0,4.0,6.0,0.4,40.032002287991006,0,0
2575,14.1,59.0,35.0,0,4.4508929235253,4.516139514731369,0.0,52.0,1,0
2576,20.7,78.0,63.0,0,4.4508929235253,4.516139514731369,0.0,35.0,1,0
2577,10.0,80.0,72.0,0,4.4508929235253,4.516139514731369,0.0,35.0,0,0
2578,15.7,63.0,63.0,0,1.0,7.0,0.0,52.0,0,0
2579,13.5,65.0,66.0,0,1.0,5.0,0.8,35.0,0,0
2580,10.1,71.0,44.0,0,7.0,4.0,0.0,48.0,0,0
2581,9.3,53.0,50.0,0,4.4508929235253,4.516139514731369,0.0,37.0,0,0
2582,8.2,67.0,52.0,1,6.0,6.0,1.4,52.0,0,0
2583,13.5,32.0,18.0,0,6.0,5.0,0.0,41.0,0,0
2584,12.6,64.0,58.0,0,4.4508929235253,4.516139514731369,0.0,41.0,0,0
2585,1.8,98.0,90.0,0,4.4508929235253,4.516139514731369,0.0,15.0,1,1
2586,17.8,52.0,36.0,0,4.4508929235253,4.516139514731369,0.0,37.0,0,0
2587,6.2,73.0,56.0,0,6.0,4.0,0.0,50.0,1,0
2588,10.9,35.0,16.0,0,4.4508929235253,4.516139514731369,0.0,30.0,0,0
2589,18.1,67.0,65.0,0,4.4508929235253,4.516139514731369,0.0,24.0,0,0
2590,9.0,71.0,45.0,0,4.4508929235253,4.516139514731369,0.0,24.0,1,0
2591,19.7,54.0,30.0,0,4.4508929235253,4.516139514731369,0.0,33.0,0,0
2592,19.6,80.0,72.0,0,4.4508929235253,4.516139514731369,0.2,44.0,0,0
2593,18.2,77.0,69.0,0,8.0,5.0,0.0,28.0,0,0
2594,13.1,84.0,75.0,0,3.0,8.0,0.0,20.0,0,0
2595,6.2,55.0,34.0,0,3.0,5.0,0.2,39.0,0,0
2596,5.4,58.0,44.0,0,4.4508929235253,4.516139514731369,0.0,19.0,0,0
2597,18.2,65.0,58.0,0,1.0,4.0,0.0,20.0,0,0
2598,14.4,68.89557674171047,51.56762611023353,0,4.4508929235253,4.516139514731369,0.4,37.0,1,0
2599,18.3,61.0,56.0,0,4.4508929235253,4.516139514731369,0.2,41.0,0,0
2600,5.8,52.0,22.0,0,1.0,4.516139514731369,0.0,22.0,0,0
2601,15.6,83.0,51.0,0,4.4508929235253,4.516139514731369,0.6,40.032002287991006,0,0
2602,17.5,53.0,39.0,0,4.4508929235253,4.516139514731369,0.0,41.0,0,0
2603,18.0,62.0,29.0,0,1.0,7.0,0.0,44.0,0,0
2604,25.2,81.0,63.0,0,8.0,6.0,0.2,43.0,1,0
2605,9.1,63.0,45.0,0,4.4508929235253,4.516139514731369,0.0,37.0,0,0
2606,13.2,64.0,62.0,0,4.4508929235253,4.516139514731369,0.0,40.032002287991006,0,0
2607,12.4,73.0,68.0,0,4.4508929235253,4.516139514731369,0.0,54.0,0,0
2608,15.9,59.0,48.0,0,4.4508929235253,4.516139514731369,0.0,35.0,0,0
2609,14.0,61.0,62.0,0,4.4508929235253,4.516139514731369,0.0,37.0,1,0
2610,12.6,84.0,66.0,0,2.0,7.0,0.0,40.032002287991006,0,0
2611,16.0,55.0,51.56762611023353,0,0.0,4.516139514731369,0.0,40.032002287991006,0,0
2612,14.7,100.0,95.0,0,4.4508929235253,4.516139514731369,0.8,35.0,1,1
2613,18.8,89.0,80.0,0,4.4508929235253,4.516139514731369,0.0,39.0,1,0
2614,25.1,67.0,48.0,0,7.0,7.0,0.0,46.0,0,0
2615,9.9,67.0,64.0,0,4.4508929235253,4.516139514731369,0.0,17.0,0,0
2616,12.9,78.0,21.0,0,4.4508929235253,4.516139514731369,0.0,37.0,0,0
2617,10.7,70.0,30.0,0,0.0,4.516139514731369,0.2,39.0,0,0
2618,19.2,71.0,68.0,0,4.4508929235253,4.516139514731369,0.0,52.0,0,0
2619,6.2,70.0,63.0,0,6.0,6.0,0.6,40.032002287991006,1,0
2620,28.2,46.0,38.0,0,4.4508929235253,6.0,0.0,35.0,1,0
2621,15.0,86.0,51.56762611023353,0,1.0,4.516139514731369,0.2,40.032002287991006,0,0
2622,4.5,100.0,57.0,0,4.4508929235253,4.516139514731369,0.2,22.0,0,0
2623,14.2,90.0,51.56762611023353,0,0.0,4.516139514731369,0.0,40.032002287991006,0,0
2624,27.5,67.0,53.0,0,7.0,7.0,0.0,31.0,0,0
2625,4.6,70.0,39.0,0,4.4508929235253,4.516139514731369,0.0,41.0,0,0
2626,10.6,70.0,64.0,0,4.4508929235253,4.516139514731369,0.0,41.0,0,0
2627,7.2,67.0,46.0,0,4.4508929235253,4.516139514731369,0.8,41.0,0,0
2628,11.2,55.0,69.0,0,2.0,6.0,0.0,52.0,1,0
2629,6.2,62.0,38.0,0,4.0,3.0,0.0,37.0,0,0
2630,1.8,78.0,38.0,0,8.0,6.0,0.0,28.0,0,0
2631,12.6,55.0,76.0,0,4.4508929235253,4.516139514731369,0.0,31.0,0,0
2632,3.7,78.0,53.0,0,4.4508929235253,7.0,0.2,37.0,0,0
2633,11.4,63.0,17.0,0,4.4508929235253,4.516139514731369,0.0,20.0,0,0
2634,12.0,58.0,56.0,0,4.4508929235253,4.516139514731369,0.0,56.0,0,0
2635,4.9,79.0,50.0,0,6.0,7.0,0.0,22.0,0,0
2636,10.3,79.0,40.0,0,6.0,5.0,0.0,41.0,0,0
2637,14.7,80.0,81.0,0,4.4508929235253,4.516139514731369,0.2,19.0,1,0
2638,11.5,92.0,69.0,0,4.4508929235253,8.0,0.0,56.0,0,0
2639,1.6,98.0,51.0,0,4.4508929235253,4.516139514731369,0.0,39.0,0,0
2640,7.5,74.0,89.0,0,4.4508929235253,4.516139514731369,0.0,37.0,0,1
2641,13.7,75.0,18.0,1,1.0,4.0,1.6,57.0,0,0
2642,11.4,78.0,39.0,1,4.4508929235253,4.516139514731369,2.0,41.0,0,0
2643,5.2,90.0,48.0,0,1.0,3.0,0.2,30.0,0,0
2644,3.1,99.0,76.0,1,8.0,8.0,1.6,44.0,0,0
2645,20.2,53.0,55.0,0,4.0,3.0,0.0,37.0,0,0
2646,1.8,57.0,55.0,0,4.4508929235253,4.516139514731369,0.0,31.0,0,0
2647,11.0,100.0,71.0,0,4.4508929235253,4.516139514731369,0.6,31.0,1,0
2648,24.0,71.0,51.56762611023353,0,7.0,4.516139514731369,0.6,46.0,1,0
2649,8.6,77.0,44.0,0,1.0,4.0,0.0,28.0,0,0
2650,8.3,42.0,36.0,0,0.0,4.516139514731369,0.0,43.0,0,0
2651,20.6,99.0,91.0,1,4.4508929235253,4.516139514731369,1.4,35.0,0,1
2652,12.1,63.0,53.0,0,4.4508929235253,4.516139514731369,0.0,39.0,0,0
2653,7.0,73.0,37.0,0,4.4508929235253,4.516139514731369,0.0,24.0,0,0
2654,11.7,65.0,43.0,0,2.0,7.0,0.0,41.0,0,0
2655,13.6,74.0,48.0,0,8.0,7.0,0.2,35.0,0,0
2656,7.7,59.0,53.0,0,4.4508929235253,4.516139514731369,0.0,41.0,0,0
2657,11.1,64.0,46.0,0,4.4508929235253,4.516139514731369,0.0,43.0,0,0
2658,7.2,73.0,45.0,0,7.0,7.0,0.0,31.0,0,0
2659,12.6,56.0,46.0,0,4.4508929235253,4.516139514731369,0.0,43.0,0,0
2660,7.5,74.0,54.0,0,3.0,6.0,0.6,28.0,0,0
2661,21.6,70.0,66.0,0,8.0,6.0,0.0,57.0,0,0
2662,24.6,58.0,51.56762611023353,0,1.0,4.516139514731369,0.0,44.0,0,0
2663,12.5,70.0,47.0,0,7.0,4.516139514731369,0.0,37.0,0,0
2664,14.4,62.0,80.0,0,5.0,7.0,0.6,57.0,1,1
2665,24.0,70.0,72.0,0,6.0,6.0,0.0,33.0,0,0
2666,9.9,62.0,46.0,0,4.4508929235253,4.516139514731369,0.0,33.0,0,0
2667,11.8,71.0,77.0,0,4.4508929235253,4.516139514731369,0.0,41.0,1,0
2668,11.5,89.0,59.0,0,8.0,8.0,0.2,28.0,0,0
2669,19.1,77.0,81.0,0,5.0,5.0,0.0,40.032002287991006,1,0
2670,1.1,99.0,90.0,0,8.0,6.0,0.4,37.0,1,1
2671,13.4,66.0,43.0,0,4.4508929235253,4.516139514731369,0.0,35.0,0,0
2672,6.9,99.0,68.0,0,4.4508929235253,4.516139514731369,0.8,30.0,1,0
2673,4.6,61.0,40.0,0,4.4508929235253,4.516139514731369,0.2,35.0,0,0
2674,17.0,64.0,69.0,0,4.4508929235253,4.516139514731369,0.0,33.0,0,0
2675,18.6,76.0,71.0,0,4.4508929235253,4.516139514731369,0.0,46.0,0,0
2676,21.5,82.0,67.0,0,4.4508929235253,4.516139514731369,0.0,44.0,0,0
2677,0.0,75.0,32.0,0,4.4508929235253,4.516139514731369,0.0,31.0,0,0
2678,6.8,81.0,33.0,0,4.4508929235253,4.516139514731369,0.0,28.0,0,0
2679,15.0,69.0,70.0,1,4.4508929235253,4.516139514731369,2.0,44.0,0,0
2680,3.7,86.0,50.0,0,1.0,3.0,0.0,24.0,0,0
2681,12.196183305085533,55.0,51.56762611023353,0,6.0,4.516139514731369,0.0,40.032002287991006,0,0
2682,7.7,59.0,57.0,0,4.4508929235253,4.516139514731369,0.0,37.0,0,0
2683,1.5,97.0,61.0,0,4.4508929235253,4.516139514731369,0.0,28.0,1,0
2684,6.1,100.0,62.0,0,4.4508929235253,4.516139514731369,0.0,22.0,0,0
2685,17.9,75.0,73.0,0,4.4508929235253,4.516139514731369,0.0,37.0,0,0
2686,4.2,84.0,35.0,0,4.4508929235253,4.516139514731369,0.2,39.0,0,0
2687,3.6,98.0,94.0,0,4.4508929235253,4.516139514731369,0.0,61.0,0,1
2688,16.3,72.0,41.0,0,7.0,7.0,0.0,44.0,0,0
2689,14.5,68.89557674171047,51.56762611023353,0,4.4508929235253,4.516139514731369,0.0,43.0,0,0
2690,8.0,71.0,30.0,0,4.4508929235253,4.516139514731369,0.0,41.0,0,0
2691,0.3,89.0,77.0,0,4.4508929235253,4.516139514731369,0.0,44.0,0,0
2692,18.0,66.0,57.0,1,2.0,3.0,1.8,43.0,0,0
2693,12.3,100.0,73.0,1,4.4508929235253,4.516139514731369,1.6,20.0,1,0
2694,20.8,81.0,75.0,0,6.0,3.0,0.0,30.0,1,0
2695,12.1,89.0,64.0,0,4.4508929235253,4.516139514731369,0.0,35.0,0,0
2696,11.0,62.0,34.0,0,4.4508929235253,4.516139514731369,0.0,35.0,0,0
2697,14.4,75.0,36.0,0,4.4508929235253,4.516139514731369,0.4,46.0,0,0
2698,15.5,70.0,19.0,0,4.4508929235253,4.516139514731369,0.0,46.0,0,0
2699,13.3,33.0,16.0,0,4.4508929235253,3.0,0.0,44.0,0,0
2700,2.6,64.0,34.0,0,4.4508929235253,4.516139514731369,0.0,30.0,0,0
2701,6.0,80.0,54.0,0,4.4508929235253,4.516139514731369,0.0,22.0,0,0
2702,17.9,87.0,78.0,0,4.4508929235253,4.516139514731369,0.0,59.0,1,1
2703,6.9,58.0,94.0,0,7.0,8.0,0.2,57.0,1,1
2704,14.8,71.0,69.0,0,7.0,3.0,0.2,41.0,0,0
2705,13.5,69.0,39.0,0,8.0,5.0,0.0,39.0,0,0
2706,10.3,52.0,44.0,0,4.4508929235253,4.516139514731369,0.0,61.0,0,0
2707,5.3,75.0,65.0,0,4.0,6.0,0.0,20.0,0,0
2708,14.2,60.0,64.0,0,4.4508929235253,7.0,0.2,54.0,1,0
2709,25.1,63.0,31.0,0,1.0,6.0,0.0,37.0,0,0
2710,13.5,67.0,31.0,0,4.4508929235253,4.516139514731369,0.8,35.0,0,0
2711,16.9,70.0,64.0,0,4.4508929235253,4.516139514731369,0.0,26.0,0,0
2712,12.4,65.0,77.0,0,4.4508929235253,4.516139514731369,0.0,46.0,0,0
2713,21.0,74.0,64.0,0,2.0,4.516139514731369,0.0,37.0,0,0
2714,8.6,91.0,65.0,0,4.4508929235253,4.516139514731369,0.0,35.0,0,0
