,SuhuMin,SuhuMax,SinarMatahari,Kelembaban9am,Kelembaban3pm,BersaljuHariIni,Awan9am,Awan3pm,Hujan,KecepatanAnginTerkencang,BersaljuBesok
17839,5.5,18.1,7.599527470202413,68.0,55.0,0,8.0,8.0,0.8,22.0,0
17841,2.1,16.0,7.599527470202413,64.0,46.0,0,4.4508929235253,4.516139514731369,0.0,22.0,0
17843,4.7,28.2,7.599527470202413,57.0,23.0,0,4.4508929235253,4.516139514731369,0.0,39.0,0
17845,8.0,13.2,7.599527470202413,90.0,100.0,1,4.4508929235253,4.516139514731369,1.4,35.0,1
17846,22.1,29.4,8.2,65.0,68.0,0,2.0,6.0,0.0,41.0,0
17849,11.4,20.0,6.5,92.0,81.0,0,7.0,7.0,0.0,24.0,0
17851,16.9,27.9,7.599527470202413,91.0,69.0,0,4.4508929235253,4.516139514731369,0.4,50.0,1
17852,12.9,20.3,7.599527470202413,74.0,54.0,0,4.4508929235253,4.516139514731369,0.0,41.0,0
17859,9.7,28.7,7.599527470202413,68.0,39.0,0,4.4508929235253,4.516139514731369,0.0,39.0,0
17861,0.8,18.9,7.599527470202413,72.0,40.0,0,4.4508929235253,4.516139514731369,0.0,22.0,0
17862,23.1,35.7,7.599527470202413,50.0,39.0,0,1.0,4.516139514731369,0.0,26.0,0
17865,10.5,22.2,7.599527470202413,98.0,72.0,0,4.4508929235253,4.516139514731369,0.2,54.0,0
17867,6.8,12.3,7.599527470202413,98.0,77.0,0,8.0,4.0,0.0,43.0,0
17870,8.4,15.1,7.599527470202413,76.0,68.0,0,8.0,4.516139514731369,0.0,22.0,0
17875,15.7,35.1,7.599527470202413,80.0,27.0,0,4.4508929235253,4.516139514731369,0.0,44.0,0
17877,15.9,28.1,7.599527470202413,67.0,47.0,0,4.4508929235253,4.516139514731369,0.0,33.0,0
17879,9.8,26.9,7.599527470202413,52.0,29.0,0,4.4508929235253,4.516139514731369,0.0,24.0,0
17881,5.1,13.8,7.599527470202413,84.0,59.0,0,4.4508929235253,4.516139514731369,0.0,37.0,0
17886,6.5,14.8,7.2,82.0,69.0,0,4.4508929235253,4.516139514731369,1.0,35.0,0
17892,15.1,19.4,7.3,58.0,48.0,0,4.4508929235253,4.516139514731369,0.6,48.0,0
17893,6.5,15.0,7.599527470202413,97.0,64.0,1,8.0,8.0,1.2,37.0,0
17896,18.1,25.4,7.599527470202413,54.0,30.0,0,4.4508929235253,4.516139514731369,0.0,54.0,0
17897,14.2,23.7,6.6,81.0,66.0,0,1.0,7.0,0.6,40.032002287991006,0
17902,11.3,19.9,7.599527470202413,65.0,54.0,0,4.4508929235253,4.516139514731369,1.0,41.0,0
17904,24.6,35.0,7.5,68.0,67.0,0,7.0,4.0,0.0,30.0,0
17907,3.1,16.3,7.2,89.0,43.0,0,7.0,7.0,0.0,24.0,0
17909,8.8,23.8,7.599527470202413,74.0,27.0,0,4.4508929235253,4.516139514731369,0.0,24.0,0
17911,13.8,29.1,7.599527470202413,84.0,42.0,0,4.4508929235253,4.516139514731369,0.0,54.0,1
17912,8.8,29.3,10.0,35.0,27.0,0,3.0,3.0,0.0,41.0,0
17913,17.8,25.2,7.599527470202413,68.89557674171047,51.56762611023354,0,4.4508929235253,4.516139514731369,0.4,44.0,0
17914,7.1,27.8,7.599527470202413,49.0,28.0,0,4.4508929235253,4.516139514731369,0.0,39.0,0
17916,11.9,25.7,7.599527470202413,69.0,37.0,0,4.4508929235253,4.516139514731369,0.0,31.0,0
17917,10.9,26.2,6.8,60.0,27.0,0,7.0,6.0,0.0,28.0,0
17921,5.6,19.5,6.8,69.0,49.0,0,6.0,4.0,0.0,17.0,0
17924,17.8,26.1,6.2,68.0,55.0,0,6.0,7.0,0.0,22.0,0
17925,7.9,18.3,7.3,80.0,54.0,1,6.0,4.0,1.4,22.0,0
17931,20.3,36.0,9.9,52.0,75.0,0,5.0,7.0,0.0,54.0,0
17932,17.8,33.7,7.599527470202413,52.0,45.0,0,4.4508929235253,4.516139514731369,0.6,41.0,0
17934,11.0,18.6,7.599527470202413,79.0,85.0,1,4.4508929235253,4.516139514731369,2.0,39.0,1
17935,19.4,36.4,7.599527470202413,69.0,38.0,0,4.4508929235253,4.516139514731369,0.0,31.0,0
17936,20.4,32.7,7.599527470202413,61.0,44.0,0,4.4508929235253,4.516139514731369,0.0,46.0,0
17940,13.2,22.0,7.599527470202413,31.0,30.0,0,4.4508929235253,4.516139514731369,0.0,28.0,0
17942,8.8,12.7,7.599527470202413,98.0,72.0,0,6.0,8.0,0.6,20.0,0
17943,2.2,10.9,7.599527470202413,85.0,85.0,0,8.0,8.0,1.0,48.0,0
17944,16.1,23.5,7.599527470202413,63.0,57.0,0,4.4508929235253,4.516139514731369,0.0,41.0,0
17946,13.4,19.9,7.599527470202413,61.0,60.0,0,4.4508929235253,4.516139514731369,0.0,30.0,0
17949,11.1,29.7,7.599527470202413,40.0,14.0,0,7.0,4.516139514731369,0.0,48.0,0
17953,7.7,22.0,7.599527470202413,92.0,38.0,0,4.4508929235253,4.516139514731369,0.0,28.0,0
17957,1.4,17.4,7.599527470202413,81.0,65.0,0,4.4508929235253,8.0,0.0,28.0,0
17958,11.2,20.5,8.8,81.0,64.0,0,2.0,5.0,0.0,40.032002287991006,0
17959,8.6,17.7,7.599527470202413,59.0,45.0,0,4.4508929235253,4.516139514731369,0.0,37.0,0
17961,7.7,18.7,8.3,82.0,69.0,0,5.0,8.0,0.6,35.0,0
17962,12.4,24.4,7.599527470202413,80.0,62.0,0,4.4508929235253,4.516139514731369,0.2,52.0,1
17964,11.8,30.8,7.599527470202413,33.0,15.0,0,8.0,4.516139514731369,0.0,61.0,0
17967,6.8,20.0,7.599527470202413,57.0,57.0,0,4.4508929235253,6.0,0.0,28.0,0
17968,5.2,15.9,7.599527470202413,79.0,59.0,0,7.0,4.0,0.0,30.0,0
17983,7.8,19.1,7.599527470202413,69.0,62.0,0,4.4508929235253,4.516139514731369,0.0,24.0,0
17985,7.3,27.4,7.599527470202413,56.0,22.0,0,4.4508929235253,4.516139514731369,0.0,33.0,0
17987,3.4,23.1,7.599527470202413,91.0,31.0,0,4.4508929235253,4.516139514731369,0.0,24.0,0
17989,3.3,18.6,9.9,78.0,37.0,0,1.0,3.0,0.0,44.0,0
17992,11.0,19.5,7.599527470202413,100.0,75.0,0,4.4508929235253,4.516139514731369,0.0,33.0,0
17995,11.5,17.0,8.8,82.0,51.0,0,4.4508929235253,4.516139514731369,0.0,61.0,0
17996,13.4,29.1,7.599527470202413,61.0,27.0,0,4.4508929235253,4.516139514731369,0.0,52.0,0
17998,4.0,12.6,7.599527470202413,87.0,65.0,1,1.0,7.0,1.2,30.0,0
17999,12.8,15.8,7.599527470202413,47.0,65.0,0,4.4508929235253,4.516139514731369,0.2,54.0,1
18000,10.8,25.9,7.599527470202413,77.0,39.0,0,4.4508929235253,4.516139514731369,0.0,28.0,0
18003,2.6,15.4,8.6,92.0,52.0,0,2.0,3.0,0.0,19.0,0
18005,8.5,18.8,7.599527470202413,100.0,64.0,0,4.4508929235253,4.516139514731369,0.4,22.0,0
18007,9.0,22.6,7.599527470202413,73.0,55.0,0,4.4508929235253,4.516139514731369,0.0,33.0,1
18011,19.2,26.0,7.599527470202413,80.0,65.0,0,6.0,6.0,0.7,40.032002287991006,1
18012,6.9,19.9,7.599527470202413,84.0,58.0,0,0.0,5.0,0.0,24.0,0
18015,3.6,18.5,7.3,78.0,34.0,0,1.0,4.0,0.0,26.0,0
18017,13.8,25.5,7.599527470202413,57.0,52.0,0,4.4508929235253,4.516139514731369,0.0,31.0,0
18018,18.7,26.0,6.1,79.0,58.0,0,7.0,5.0,0.0,40.032002287991006,0
18019,3.6,14.4,7.599527470202413,100.0,79.0,0,8.0,4.516139514731369,0.2,15.0,0
18020,14.0,20.2,9.0,76.0,76.0,1,3.0,4.0,1.2,41.0,0
18021,8.0,20.3,7.599527470202413,44.0,30.0,0,4.4508929235253,4.516139514731369,0.0,52.0,0
18023,13.5,20.2,8.2,87.0,71.0,0,4.4508929235253,4.516139514731369,0.2,24.0,0
18024,18.7,24.8,6.7,88.0,64.0,0,5.0,5.0,0.0,59.0,1
18026,0.6,16.4,7.599527470202413,57.0,39.0,0,4.4508929235253,4.516139514731369,0.0,30.0,0
18028,14.0,32.9,7.599527470202413,81.0,41.0,0,4.4508929235253,4.516139514731369,0.0,39.0,0
18031,9.4,16.2,7.599527470202413,85.0,60.0,1,2.0,4.516139514731369,1.6,26.0,0
18032,16.3,34.6,6.4,32.0,16.0,0,5.0,7.0,0.0,28.0,0
18033,7.6,15.9,7.599527470202413,92.0,69.0,0,4.4508929235253,4.516139514731369,0.0,43.0,1
18035,10.2,30.2,10.0,31.0,18.0,0,2.0,6.0,0.0,26.0,0
18036,22.2,26.9,7.599527470202413,82.0,75.0,0,8.0,7.0,0.0,44.0,0
18039,13.2,24.2,7.2,72.0,59.0,0,4.4508929235253,4.516139514731369,0.0,33.0,1
18040,21.7,36.3,7.599527470202413,39.0,16.0,0,4.4508929235253,4.516139514731369,0.0,44.0,0
18042,13.1,31.3,7.599527470202413,69.0,28.0,0,4.4508929235253,4.516139514731369,0.0,30.0,0
18044,19.5,24.3,7.599527470202413,83.0,80.0,0,4.4508929235253,4.516139514731369,0.0,41.0,0
18046,10.5,19.9,7.599527470202413,62.0,44.0,0,4.4508929235253,8.0,0.0,50.0,0
18047,8.5,14.1,7.599527470202413,71.0,61.0,0,4.4508929235253,4.516139514731369,0.4,24.0,0
18049,4.4,17.9,7.599527470202413,80.0,40.0,0,4.4508929235253,4.516139514731369,0.6,19.0,0
18050,22.4,32.1,7.599527470202413,70.0,64.0,0,4.4508929235253,4.516139514731369,0.0,39.0,0
18052,21.4,26.2,7.599527470202413,66.0,61.0,0,4.0,7.0,0.0,56.0,0
18053,11.1,18.3,7.599527470202413,87.0,67.0,0,4.4508929235253,4.516139514731369,1.0,54.0,0
18054,10.9,18.0,7.1,68.0,67.0,0,5.0,5.0,0.2,50.0,1
18060,11.7,26.3,6.8,71.0,30.0,0,7.0,5.0,0.0,20.0,0
18063,16.7,25.9,8.8,71.0,56.0,0,6.0,6.0,0.4,26.0,0
18068,9.5,23.1,7.599527470202413,56.0,31.0,0,4.4508929235253,4.516139514731369,0.0,52.0,0
18073,13.2,36.7,7.599527470202413,57.0,16.0,0,0.0,4.516139514731369,0.0,41.0,0
18074,12.9,27.5,7.599527470202413,55.0,28.0,0,4.4508929235253,4.516139514731369,0.0,33.0,0
18078,7.6,26.5,7.599527470202413,46.0,16.0,0,4.4508929235253,4.516139514731369,0.0,39.0,0
18082,11.5,21.0,7.599527470202413,97.0,61.0,0,8.0,6.0,0.0,40.032002287991006,0
18083,12.7,22.3,7.599527470202413,52.0,40.0,0,4.4508929235253,4.516139514731369,0.0,43.0,0
18084,11.6,23.1,7.599527470202413,72.0,47.0,0,6.0,8.0,0.0,20.0,0
18086,12.2,29.6,7.599527470202413,74.0,39.0,0,4.4508929235253,4.516139514731369,0.0,33.0,0
18087,6.4,22.2,7.599527470202413,73.0,43.0,0,4.4508929235253,4.516139514731369,0.0,19.0,0
18088,11.6,17.3,7.599527470202413,78.0,64.0,0,4.4508929235253,4.516139514731369,0.2,22.0,0
18089,8.6,20.1,7.599527470202413,68.89557674171047,68.0,0,4.4508929235253,4.516139514731369,0.2,19.0,1
18094,14.5,24.8,7.599527470202413,60.0,39.0,0,4.4508929235253,4.516139514731369,0.2,24.0,0
18096,18.3,33.1,7.599527470202413,54.0,27.0,0,4.4508929235253,4.516139514731369,0.0,30.0,0
18098,3.5,16.6,9.0,69.0,38.0,0,1.0,6.0,0.0,41.0,0
18099,6.0,16.4,7.599527470202413,44.0,46.0,0,4.4508929235253,4.516139514731369,0.0,52.0,0
18100,19.6,23.8,6.3,39.0,38.0,0,3.0,5.0,0.0,56.0,0
18101,11.2,22.2,7.599527470202413,70.0,57.0,0,4.4508929235253,4.516139514731369,0.0,33.0,0
18104,20.8,29.6,7.599527470202413,62.0,62.0,0,4.4508929235253,4.516139514731369,0.0,30.0,0
18105,5.9,20.0,7.7,63.0,53.0,0,5.0,6.0,0.8,26.0,0
18113,2.2,15.5,7.599527470202413,96.0,73.0,0,4.4508929235253,4.516139514731369,0.0,13.0,0
18117,15.5,26.4,7.3,69.0,92.0,0,4.4508929235253,4.516139514731369,0.0,46.0,0
18120,14.2,33.5,7.599527470202413,38.0,17.0,0,4.4508929235253,4.516139514731369,0.0,48.0,0
18124,4.9,23.4,9.3,72.0,36.0,0,4.4508929235253,4.516139514731369,0.0,24.0,0
18127,11.0,22.9,7.599527470202413,40.0,29.0,0,4.4508929235253,4.516139514731369,0.0,24.0,0
18131,16.0,23.9,6.6,78.0,54.0,0,7.0,7.0,0.0,39.0,0
18133,14.7,27.1,7.599527470202413,74.0,39.0,0,8.0,4.0,0.0,30.0,0
18138,2.2,17.5,9.9,80.0,46.0,0,2.0,3.0,0.0,33.0,0
18140,17.7,24.0,7.2,76.0,72.0,0,4.0,6.0,0.0,40.032002287991006,0
18144,13.0,17.6,8.9,78.0,52.0,1,6.0,6.0,1.6,54.0,0
18147,5.9,18.7,8.1,75.0,57.0,0,2.0,4.516139514731369,0.0,39.0,0
18150,14.8,18.8,7.599527470202413,46.0,27.0,0,7.0,4.516139514731369,0.0,46.0,0
18151,5.1,20.3,7.599527470202413,60.0,38.0,0,4.4508929235253,4.516139514731369,0.0,28.0,0
18155,11.3,18.2,7.599527470202413,59.0,51.0,0,4.4508929235253,8.0,0.4,43.0,1
18158,17.2,30.7,7.599527470202413,87.0,50.0,0,6.0,6.0,0.2,40.032002287991006,0
18160,10.8,18.0,7.599527470202413,84.0,52.0,1,4.4508929235253,4.516139514731369,1.6,46.0,0
18161,17.1,22.0,8.7,63.0,66.0,0,8.0,7.0,0.0,40.032002287991006,0
18169,16.9,24.1,7.599527470202413,77.0,69.0,0,4.4508929235253,4.516139514731369,0.0,20.0,0
18171,1.2,18.0,7.599527470202413,82.0,54.0,0,4.4508929235253,4.516139514731369,0.0,19.0,0
18172,17.8,30.5,9.9,59.0,43.0,0,7.0,6.0,0.0,46.0,0
18175,22.2,30.8,7.599527470202413,62.0,70.0,0,4.4508929235253,4.516139514731369,0.0,43.0,1
18177,5.8,21.1,7.599527470202413,60.0,33.0,0,4.4508929235253,4.516139514731369,0.0,24.0,0
18178,16.1,25.0,7.599527470202413,96.0,80.0,0,4.4508929235253,4.516139514731369,1.0,31.0,1
18181,1.2,14.6,9.1,99.0,54.0,0,4.4508929235253,4.516139514731369,0.0,20.0,0
18183,15.0,26.0,7.599527470202413,66.0,65.0,0,4.4508929235253,4.516139514731369,0.0,31.0,0
18184,13.7,24.1,7.599527470202413,64.0,56.0,0,8.0,4.516139514731369,0.0,39.0,0
18185,20.1,27.9,6.1,55.0,57.0,0,4.0,4.0,0.0,37.0,0
18187,8.9,28.2,7.599527470202413,55.0,41.0,0,4.4508929235253,4.516139514731369,0.0,37.0,0
18193,16.4,26.5,7.599527470202413,63.0,48.0,0,8.0,6.0,0.0,33.0,0
18195,17.6,28.1,7.599527470202413,58.0,46.0,0,4.4508929235253,4.516139514731369,0.6,40.032002287991006,0
18199,10.1,23.3,7.599527470202413,67.0,40.0,0,4.4508929235253,8.0,0.0,31.0,0
18201,14.0,26.1,7.599527470202413,60.0,53.0,0,4.4508929235253,4.516139514731369,0.0,37.0,0
18203,10.0,25.3,6.8,48.0,39.0,0,7.0,8.0,0.0,52.0,0
18205,20.0,27.6,7.599527470202413,72.0,69.0,0,4.4508929235253,4.516139514731369,0.0,39.0,1
18207,16.9,29.0,6.0,56.0,38.0,0,7.0,7.0,0.0,39.0,1
18208,16.5,29.1,7.599527470202413,49.0,70.0,0,4.4508929235253,4.516139514731369,0.0,39.0,0
18209,14.8,29.4,7.599527470202413,39.0,30.0,0,4.4508929235253,4.516139514731369,0.0,39.0,0
18219,7.1,16.9,8.9,82.0,49.0,0,1.0,5.0,0.0,28.0,0
18220,17.0,26.9,7.599527470202413,73.0,53.0,0,4.4508929235253,4.516139514731369,0.0,31.0,0
18221,17.8,20.3,7.599527470202413,96.0,96.0,0,8.0,8.0,0.6,40.032002287991006,1
18222,15.2,31.8,7.599527470202413,58.0,39.0,0,4.4508929235253,4.516139514731369,0.0,37.0,0
18224,6.9,22.9,6.2,72.0,54.0,0,8.0,7.0,0.0,41.0,0
18225,3.2,17.3,7.599527470202413,62.0,32.0,0,4.4508929235253,4.516139514731369,0.0,22.0,0
18226,17.6,30.9,7.599527470202413,64.0,31.0,0,7.0,7.0,0.0,28.0,0
18228,13.6,21.7,7.1,79.0,62.0,0,8.0,3.0,0.0,30.0,0
18231,11.0,24.1,7.599527470202413,85.0,45.0,0,4.4508929235253,4.516139514731369,0.0,44.0,0
18236,10.0,17.4,9.8,81.0,43.0,1,2.0,4.0,1.4,41.0,0
18238,6.7,21.1,7.599527470202413,75.0,36.0,0,4.4508929235253,4.516139514731369,0.0,26.0,0
18239,18.4,33.5,7.599527470202413,68.0,37.0,0,4.4508929235253,4.516139514731369,0.0,43.0,0
18242,8.6,20.7,8.1,90.0,43.0,0,4.4508929235253,4.516139514731369,0.0,39.0,0
18244,0.2,14.1,7.599527470202413,78.0,56.0,0,4.4508929235253,5.0,0.0,20.0,0
18247,7.1,19.3,8.6,52.0,30.0,0,1.0,3.0,0.0,26.0,0
18248,6.4,23.2,8.0,45.0,35.0,0,3.0,5.0,0.0,37.0,0
18254,7.3,14.4,7.8,64.0,61.0,1,2.0,6.0,1.2,40.032002287991006,1
18255,21.4,30.2,8.3,71.0,59.0,0,7.0,5.0,0.0,41.0,0
18256,18.4,24.1,7.599527470202413,75.0,77.0,1,4.4508929235253,4.516139514731369,1.6,57.0,0
18258,18.7,32.5,7.599527470202413,41.0,24.0,0,1.0,7.0,0.0,39.0,0
18259,13.7,15.7,7.599527470202413,96.0,93.0,0,7.0,7.0,0.0,20.0,0
18262,17.7,26.6,10.0,73.0,67.0,0,5.0,3.0,0.0,26.0,0
18263,10.5,32.4,7.599527470202413,72.0,32.0,0,4.4508929235253,4.516139514731369,0.0,39.0,0
18267,5.7,21.1,9.8,79.0,47.0,0,2.0,6.0,0.4,41.0,0
18268,8.1,15.4,6.3,84.0,82.0,0,3.0,7.0,0.8,37.0,1
18275,6.7,18.5,7.599527470202413,88.0,67.0,0,4.4508929235253,4.516139514731369,0.0,20.0,0
18277,19.0,28.1,7.599527470202413,73.0,58.0,0,4.4508929235253,4.516139514731369,0.0,46.0,0
18280,13.8,25.5,7.599527470202413,98.0,73.0,0,8.0,8.0,1.0,40.032002287991006,0
18283,19.5,31.1,8.6,67.0,36.0,0,6.0,7.0,0.0,41.0,0
18286,14.6,28.3,8.5,40.0,22.0,0,7.0,7.0,0.0,39.0,0
18292,12.8,28.4,7.599527470202413,68.0,42.0,0,4.4508929235253,4.516139514731369,0.2,30.0,0
18293,22.0,29.1,7.599527470202413,70.0,64.0,0,8.0,4.516139514731369,0.0,31.0,0
18295,0.9,18.9,7.599527470202413,43.0,29.0,0,4.4508929235253,4.516139514731369,0.0,41.0,0
18307,24.0,35.1,7.599527470202413,88.0,51.56762611023354,0,6.0,4.516139514731369,0.0,43.0,1
18313,12.9,25.3,7.599527470202413,70.0,33.0,0,4.4508929235253,4.516139514731369,0.0,22.0,0
18319,13.7,20.1,7.599527470202413,69.0,65.0,0,4.4508929235253,4.516139514731369,0.0,13.0,1
18321,5.4,13.3,9.0,78.0,51.0,0,3.0,4.0,1.0,48.0,0
18323,7.0,20.4,7.599527470202413,70.0,68.0,0,4.4508929235253,4.516139514731369,0.0,33.0,0
18325,4.7,17.4,10.0,79.0,37.0,0,1.0,3.0,0.0,37.0,0
18327,18.6,32.6,7.599527470202413,53.0,33.0,0,4.4508929235253,4.516139514731369,0.0,37.0,0
18328,23.9,38.7,7.599527470202413,52.0,26.0,0,4.4508929235253,3.0,0.0,39.0,0
18334,19.7,25.3,7.599527470202413,81.0,76.0,0,4.4508929235253,4.516139514731369,0.0,24.0,0
18338,14.5,25.7,7.599527470202413,38.0,29.0,0,4.4508929235253,4.516139514731369,0.0,37.0,0
18340,8.8,12.5,7.599527470202413,41.0,53.0,0,4.4508929235253,4.516139514731369,0.0,56.0,0
18341,10.9,28.2,7.599527470202413,64.0,20.0,0,4.4508929235253,4.516139514731369,0.0,28.0,0
18342,11.6,17.0,7.0,70.0,64.0,0,5.0,7.0,0.0,30.0,0
18344,24.1,34.1,9.9,65.0,35.0,0,2.0,7.0,0.0,40.032002287991006,0
18346,17.0,30.8,7.599527470202413,66.0,29.0,0,4.4508929235253,4.516139514731369,0.0,50.0,0
18349,16.2,31.9,7.599527470202413,73.0,35.0,0,4.4508929235253,4.516139514731369,0.0,33.0,0
18350,10.1,21.7,7.599527470202413,94.0,40.0,0,4.4508929235253,4.516139514731369,0.0,35.0,0
18351,18.7,25.7,7.599527470202413,85.0,82.0,0,4.4508929235253,4.516139514731369,0.2,46.0,0
18356,9.8,21.0,7.599527470202413,56.0,57.0,0,4.4508929235253,4.516139514731369,0.0,22.0,0
18357,3.6,15.4,7.599527470202413,79.0,59.0,0,4.4508929235253,4.516139514731369,0.0,24.0,0
18359,15.0,28.7,8.3,75.0,36.0,0,7.0,4.0,0.0,37.0,0
18360,6.6,22.1,7.599527470202413,79.0,37.0,0,4.4508929235253,4.516139514731369,0.0,22.0,0
18366,13.2,22.5,7.599527470202413,68.0,47.0,0,8.0,3.0,0.0,48.0,0
18376,5.5,27.0,7.599527470202413,55.0,22.0,0,4.4508929235253,4.516139514731369,0.0,28.0,0
18379,9.4,17.7,7.599527470202413,65.0,43.0,0,5.0,4.516139514731369,0.0,56.0,0
18380,8.0,20.2,7.599527470202413,63.0,39.0,0,4.4508929235253,4.516139514731369,0.0,19.0,0
18381,20.8,32.7,6.2,70.0,45.0,0,7.0,7.0,0.8,35.0,0
18386,2.4,10.7,6.1,74.0,50.0,0,5.0,5.0,0.0,31.0,0
18387,18.0,33.8,7.599527470202413,72.0,51.56762611023354,0,0.0,4.516139514731369,0.0,35.0,0
18388,10.1,32.1,7.599527470202413,66.0,17.0,0,3.0,4.516139514731369,0.0,43.0,0
18391,8.6,23.3,7.599527470202413,83.0,49.0,0,4.4508929235253,4.516139514731369,0.0,33.0,0
18392,5.5,16.6,7.599527470202413,80.0,73.0,0,4.4508929235253,7.0,0.0,56.0,1
18399,8.6,12.8,7.599527470202413,62.0,60.0,1,4.4508929235253,4.516139514731369,1.2,46.0,0
18400,6.9,15.1,7.599527470202413,50.0,50.0,0,4.4508929235253,4.516139514731369,0.0,30.0,0
18401,23.9,31.4,6.6,76.0,77.0,1,6.0,7.0,1.6,39.0,1
18402,16.2,23.6,7.599527470202413,69.0,76.0,0,8.0,8.0,0.0,46.0,0
18409,5.6,16.9,7.599527470202413,48.0,39.0,0,4.4508929235253,4.516139514731369,0.0,57.0,0
18413,19.4,21.4,7.599527470202413,68.89557674171047,51.56762611023354,0,4.4508929235253,4.516139514731369,0.0,43.0,1
18415,4.7,16.8,8.8,67.0,39.0,0,5.0,4.0,0.0,54.0,0
18416,11.5,23.1,7.599527470202413,57.0,55.0,0,4.4508929235253,4.516139514731369,0.0,35.0,0
18417,6.3,18.7,7.599527470202413,75.0,38.0,0,4.4508929235253,4.516139514731369,0.2,30.0,0
18418,11.3,28.1,7.599527470202413,65.0,42.0,0,4.4508929235253,4.516139514731369,0.0,41.0,0
18422,10.4,16.0,7.599527470202413,100.0,100.0,0,4.4508929235253,4.516139514731369,0.2,17.0,1
18424,20.0,37.0,7.599527470202413,68.89557674171047,51.56762611023354,0,4.4508929235253,4.516139514731369,0.0,31.0,0
18426,6.3,26.0,7.599527470202413,79.0,31.0,0,4.4508929235253,4.516139514731369,0.0,31.0,0
18427,5.7,27.4,7.599527470202413,69.0,34.0,0,4.4508929235253,4.516139514731369,0.0,44.0,0
18428,12.196183305085533,39.5,7.599527470202413,68.89557674171047,51.56762611023354,0,4.4508929235253,4.516139514731369,0.0,35.0,0
18436,9.1,20.3,6.1,86.0,63.0,0,8.0,5.0,0.0,39.0,0
18438,2.1,14.6,7.599527470202413,85.0,75.0,0,4.4508929235253,8.0,0.0,48.0,1
18439,0.4,10.0,7.599527470202413,98.0,77.0,1,7.0,8.0,1.2,43.0,0
18441,4.1,17.0,7.599527470202413,82.0,49.0,0,0.0,4.516139514731369,0.0,48.0,0
18443,6.2,15.7,7.7,83.0,49.0,0,1.0,7.0,0.0,59.0,0
18448,11.0,27.6,7.599527470202413,75.0,39.0,0,4.4508929235253,4.516139514731369,0.0,33.0,0
18449,14.5,30.1,10.0,44.0,25.0,0,6.0,6.0,0.0,37.0,0
18450,1.4,19.2,7.599527470202413,93.0,45.0,0,4.4508929235253,4.516139514731369,0.2,19.0,0
18451,13.9,21.5,7.599527470202413,66.0,57.0,0,8.0,4.516139514731369,0.0,31.0,0
18452,4.2,22.6,7.599527470202413,92.0,41.0,0,4.4508929235253,4.516139514731369,0.6,46.0,1
18453,8.1,18.5,8.6,82.0,57.0,0,1.0,6.0,0.8,39.0,0
18454,20.8,34.8,7.599527470202413,64.0,43.0,0,4.4508929235253,4.516139514731369,0.2,35.0,0
18456,5.9,13.0,7.599527470202413,62.0,56.0,0,4.4508929235253,4.516139514731369,0.0,24.0,0
18460,5.3,18.7,9.6,94.0,60.0,0,4.4508929235253,4.516139514731369,0.0,43.0,1
18461,12.7,24.6,7.599527470202413,52.0,42.0,0,1.0,4.0,0.0,37.0,0
18465,10.5,23.2,7.599527470202413,68.0,43.0,0,4.4508929235253,4.516139514731369,0.2,57.0,0
18468,13.1,22.6,9.7,78.0,60.0,0,3.0,3.0,0.8,30.0,0
18469,2.2,11.9,7.599527470202413,93.0,73.0,0,8.0,7.0,0.0,33.0,0
18470,17.3,30.0,7.599527470202413,82.0,54.0,0,4.4508929235253,4.516139514731369,0.0,28.0,0
18471,12.3,24.3,7.599527470202413,71.0,33.0,1,4.4508929235253,4.516139514731369,1.2,39.0,0
18472,17.0,30.8,7.599527470202413,82.0,51.56762611023354,0,3.0,4.516139514731369,0.0,40.032002287991006,0
18476,0.6,12.5,6.3,86.0,57.0,0,6.0,4.0,0.2,39.0,0
18477,11.4,17.0,9.9,63.0,64.0,0,8.0,7.0,1.0,41.0,0
18480,7.8,14.4,7.599527470202413,77.0,51.56762611023354,0,4.4508929235253,4.516139514731369,0.0,40.032002287991006,0
18482,8.3,24.4,9.4,77.0,39.0,0,7.0,4.0,0.2,30.0,0
18483,7.3,24.2,7.599527470202413,68.0,33.0,0,4.4508929235253,4.516139514731369,0.0,31.0,0
18488,1.0,11.0,7.599527470202413,92.0,69.0,0,3.0,7.0,0.0,30.0,0
18489,17.1,37.0,7.599527470202413,30.0,15.0,0,4.4508929235253,4.516139514731369,0.0,26.0,0
18490,2.9,22.3,7.599527470202413,69.0,17.0,0,4.4508929235253,4.516139514731369,0.0,28.0,0
18493,7.4,17.5,9.9,59.0,67.0,0,1.0,3.0,0.0,33.0,0
18495,11.9,23.3,7.599527470202413,79.0,45.0,0,4.0,3.0,0.4,43.0,0
18497,19.7,27.3,7.599527470202413,81.0,55.0,0,8.0,8.0,1.0,39.0,1
18498,18.6,31.0,7.599527470202413,30.0,45.0,0,3.0,4.516139514731369,0.0,46.0,0
18502,7.2,16.9,7.599527470202413,56.0,41.0,0,4.4508929235253,4.516139514731369,0.0,24.0,0
18503,15.5,23.5,7.599527470202413,48.0,44.0,0,4.4508929235253,4.516139514731369,0.0,28.0,0
18507,7.3,15.7,7.599527470202413,88.0,71.0,0,4.4508929235253,4.516139514731369,0.2,35.0,0
18510,4.8,9.9,7.599527470202413,98.0,75.0,0,7.0,8.0,0.0,26.0,0
